# Program:featureCounts v2.0.4; Command:"featureCounts" "-s" "2" "-T" "2" "-p" "-a" "Saccharomyces_cerevisiae.R64-1-1.108.gtf" "-o" "allSamples.featureCounts.txt" "SRR24466374.bam" "SRR24466375.bam" "SRR24466376.bam" "SRR24466389.bam" "SRR24466391.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR24466374.bam	SRR24466375.bam	SRR24466376.bam	SRR24466389.bam	SRR24466391.bam
YHR039C-A	VIII;VIII	187173;187677	187514;187679	-;-	345	33032	28083	27273	42250	24143
YHR073W-A	VIII	242868	243044	+	177	0	0	0	0	0
YHR035W	VIII	178219	180111	+	1893	266	263	175	850	367
YHR165C	VIII	429707	436948	-	7242	2049	3354	2094	5010	2635
YHL006C	VIII	98343	98795	-	453	171	205	163	456	226
YHL025W	VIII	54851	55849	+	999	1785	2413	2247	6307	3314
YHR172W	VIII	448335	450806	+	2472	410	538	390	1216	676
YHR002W	VIII	108812	109885	+	1074	525	833	585	1979	1389
YHR016C	VIII;VIII	136881;138409	138240;138455	-;-	1407	1444	1946	1042	6867	3395
RUF5-2	VIII	214407	215116	+	710	14	19	24	19	14
YHR079C	VIII	258244	261591	-	3348	1385	2124	1586	2781	1524
YHR169W	VIII	442181	443476	+	1296	338	337	446	791	449
YHR054C	VIII	213185	214249	-	1065	195	170	162	685	179
YHR065C	VIII	227532	229037	-	1506	1115	811	1182	2500	1610
YHR088W	VIII	281495	282382	+	888	600	574	765	1474	1264
tH(GUG)H	VIII	62755	62826	+	72	34	17	29	3	25
YHR093W	VIII	289142	289690	+	549	0	2	0	97	39
YHL036W	VIII	26241	27881	+	1641	783	907	483	1872	1057
YHR100C	VIII	314116	314673	-	558	318	356	446	945	601
YHR105W	VIII	324766	325410	+	645	159	208	147	627	332
YHR056C	VIII	215183	217834	-	2652	892	1194	831	2474	1378
YHR135C	VIII	372694	374310	-	1617	2350	2635	2421	7580	4262
YHR180W	VIII	465178	465669	+	492	142	280	169	473	250
YHR086W	VIII	278153	279724	+	1572	919	1240	978	3396	2036
YHR146W	VIII	390300	391697	+	1398	4635	4673	4483	12805	5970
YHR195W	VIII	490747	491712	+	966	2911	2595	2353	6730	4388
YHR119W	VIII	346043	349285	+	3243	1208	1637	1412	3082	1825
YHR033W	VIII	175548	176819	+	1272	417	353	331	1194	443
YHR024C	VIII	157744	159192	-	1449	944	1212	1169	2743	1579
YHL043W	VIII	14901	15413	+	513	3	4	2	9	2
YHL039W	VIII	21783	23540	+	1758	774	891	1042	2267	1785
YHR059W	VIII	220108	220500	+	393	643	728	560	1465	877
YHL048C-A	VIII	5663	5797	-	135	6	12	3	5	0
YHR026W	VIII	160844	161485	+	642	12798	13365	12932	24481	14546
YHR160C	VIII	419221	420072	-	852	11	8	2	49	14
YHR085W	VIII	276764	277768	+	1005	270	332	400	642	489
YHR113W	VIII	336337	337809	+	1473	1428	2153	1112	6808	3023
YHR175W	VIII	452872	453441	+	570	1268	1484	1051	4606	1738
YHR148W	VIII	393534	394085	+	552	205	280	236	496	455
YHR208W	VIII	517532	518713	+	1182	6041	7599	7915	39959	21288
YHR001W	VIII	106055	107368	+	1314	1296	1558	1158	4432	2313
YHR131C	VIII	365340	367892	-	2553	1026	1706	1211	2840	1610
YHR049C-A	VIII	207234	207530	-	297	4	5	5	18	8
YHR086W-A	VIII	280231	280392	+	162	2	0	0	0	0
YHR141C	VIII;VIII	381990;382748	382306;382751	-;-	321	162381	100019	182254	210928	124981
YHR170W	VIII	443828	445384	+	1557	1210	1003	1554	3565	2366
YHL021C	VIII	64462	65859	-	1398	2081	1659	821	19080	8000
YHR078W	VIII	256360	258018	+	1659	1408	1876	1487	2585	1540
YHR007C-A	VIII	122550	122765	-	216	88	92	79	346	130
YHL044W	VIII	13565	14272	+	708	463	588	403	938	533
YHR214W-A	VIII	543008	543493	+	486	20	19	24	134	65
YHR161C	VIII	420373	422286	-	1914	4657	5501	5098	13471	7591
YHR074W	VIII	246193	248337	+	2145	1984	2342	1820	6414	2609
YHR164C	VIII	424610	429178	-	4569	585	900	586	1873	973
YHL006W-A	VIII	97732	98085	+	354	15	8	7	60	5
YHR204W	VIII	506319	508709	+	2391	1274	1899	1688	2652	1742
YHL002C-A	VIII	102587	103075	-	489	16	16	6	23	19
YHL030W-A	VIII	39074	39535	+	462	2	2	4	15	16
tF(GAA)H2	VIII;VIII	358478;358533	358513;358569	-;-	73	23	19	23	10	24
YHR163W	VIII	423724	424473	+	750	5066	8014	6941	16701	7758
YHL046C	VIII	11923	12285	-	363	11	12	2	9	14
YHR056W-A	VIII	217406	217840	+	435	11	12	6	15	18
YHL004W	VIII	99219	100403	+	1185	1123	1229	1125	3507	1744
YHL009C	VIII	84068	85060	-	993	545	1023	729	2042	1293
YHR138C	VIII	377355	377699	-	345	10244	4565	4752	13926	4724
YHR166C	VIII	437170	439050	-	1881	571	772	685	1874	1034
YHR151C	VIII	399268	400848	-	1581	813	973	831	1659	1023
YHL014C	VIII	76097	77314	-	1218	442	749	564	1274	738
YHR021C	VIII;VIII	147871;148667	148116;148669	-;-	249	39459	28109	43136	86539	45543
YHR198C	VIII	496315	497280	-	966	926	1048	883	3934	2353
YHL034C	VIII	33193	34077	-	885	5638	8644	4932	26436	13725
YHR124W	VIII	356561	358444	+	1884	251	253	180	393	216
YHR011W	VIII	127780	129120	+	1341	217	504	280	865	553
YHR096C	VIII	294669	296447	-	1779	842	737	259	3110	807
YHR185C	VIII	474627	475340	-	714	66	58	40	27	52
YHR190W	VIII	484845	486179	+	1335	3648	4883	3133	13245	5945
YHR075C	VIII	248439	249641	-	1203	483	636	390	1616	678
YHR117W	VIII	342349	344268	+	1920	1231	1763	1249	4716	2377
YHR109W	VIII	330310	332067	+	1758	191	384	271	877	434
YHR207C	VIII	514905	516485	-	1581	1779	1876	1637	4595	1738
YHR132W-A	VIII	370054	370449	+	396	2089	2295	1851	5071	2671
YHR015W	VIII	134554	136533	+	1980	211	178	163	145	135
YHL015W	VIII	75412	75777	+	366	79616	61064	97883	204975	88310
YHR090C	VIII	283777	284625	-	849	507	690	624	2164	1020
YHR189W	VIII	484028	484600	+	573	152	253	188	633	301
YHR001W-A	VIII;VIII	107826;107895	107831;108122	+;+	234	6059	4774	4647	12282	5720
YHR070C-A	VIII	236102	236512	-	411	2	1	3	3	0
YHR108W	VIII	328303	330060	+	1758	2731	3258	2705	9300	4534
YHR006W	VIII	117814	119439	+	1626	2052	2286	1869	6193	2446
YHR147C	VIII	392639	393283	-	645	2863	2181	2689	4679	2892
YHR180W-A	VIII	466932	467114	+	183	5	0	0	4	1
YHR092C	VIII	287081	288811	-	1731	568	7007	1409	15649	7509
YHR080C	VIII	262801	266838	-	4038	2831	3853	2295	5332	2779
YHL045W	VIII	12502	12849	+	348	6	7	0	27	14
YHR022C	VIII	149575	150345	-	771	117	88	46	221	116
YHL027W	VIII	51111	52988	+	1878	2038	2935	2637	7341	3218
YHL003C	VIII	100648	101883	-	1236	16170	11191	15319	19062	11313
YHR070W	VIII	234881	236380	+	1500	223	322	367	780	492
YHR150W	VIII	397251	398990	+	1740	751	1294	1047	1676	935
YHR133C	VIII	370722	371597	-	876	3905	3909	4488	4955	3457
YHR215W	VIII	552099	553502	+	1404	252	169	214	724	211
YHL020C	VIII	66242	67456	-	1215	1290	1266	1000	5526	2309
YHR101C	VIII;VIII	314874;315859	315771;315968	-;-	1008	966	1620	982	1822	1152
YHR046C	VIII	197398	198285	-	888	1418	5089	4029	4717	3623
YHR095W	VIII	292943	293437	+	495	5	12	25	21	14
YHR182W	VIII	468219	470576	+	2358	351	484	456	1244	765
YHR098C	VIII	299145	301934	-	2790	2117	2977	2521	8678	4348
YHR145C	VIII	388981	389337	-	357	15	16	28	17	12
YHR120W	VIII	349574	352453	+	2880	409	662	539	969	636
YHL030W	VIII	40084	45690	+	5607	1459	2468	1102	4807	1588
tV(CAC)H	VIII	475706	475778	-	73	10	2	6	2	2
YHR051W	VIII	209705	210151	+	447	3274	2452	2682	7697	3574
YHR130C	VIII	364965	365300	-	336	125	87	98	241	116
YHR149C	VIII	394455	396659	-	2205	1064	763	685	1393	749
YHR127W	VIII	360913	361644	+	732	543	638	599	1640	915
YHR194W	VIII	488657	490396	+	1740	1385	2694	1670	3832	3013
YHR213W-A	VIII	540549	540782	+	234	0	0	0	0	0
YHR032C-A	VIII	175275	175394	-	120	0	0	1	0	4
YHR203C	VIII;VIII	504476;505517	505247;505530	-;-	786	13207	15977	20166	42621	30241
YHR168W	VIII	440377	441933	+	1557	330	485	414	1069	546
YHR167W	VIII	439342	440127	+	786	620	632	684	1070	611
YHR050W	VIII	207654	209303	+	1650	2226	2817	1925	4932	2504
YHR112C	VIII	334527	335663	-	1137	2884	4286	2095	9383	3138
YHR027C	VIII	161730	164711	-	2982	3585	6227	3857	13490	5720
YHR214C-E	VIII	551200	551499	-	300	9	7	9	7	8
YHR214W	VIII	541651	542262	+	612	6	16	20	59	29
YHR188C	VIII	482005	483837	-	1833	3509	4731	3460	7238	3213
YHL023C	VIII	59123	62563	-	3441	1665	2027	1655	4047	1969
YHR099W	VIII	302761	313995	+	11235	8725	34719	18344	12944	8074
YHR196W	VIII	491931	493658	+	1728	1728	1495	1924	3440	2328
YHR177W	VIII	456591	457952	+	1362	68	103	78	189	110
YHR174W	VIII	451327	452640	+	1314	119252	196800	161130	672688	242631
YHR199C-A	VIII;VIII	498571;498787	498719;498859	-;-	222	239	395	201	651	448
YHR034C	VIII	176965	177999	-	1035	666	585	585	1952	1147
YHR179W	VIII	462502	463704	+	1203	5013	7817	5714	24249	9808
YHR014W	VIII	132047	132922	+	876	34	74	53	44	39
YHR171W	VIII	445713	447605	+	1893	424	620	368	2176	1166
tF(GAA)H1	VIII;VIII	237848;237903	237883;237939	-;-	73	14	25	10	4	13
YHR121W	VIII	352756	353319	+	564	16837	10349	15051	16050	8853
YHR116W	VIII	341665	342120	+	456	186	368	228	1026	404
YHR087W	VIII	280820	281155	+	336	3768	2492	802	19780	5243
YHR176W	VIII	454229	455527	+	1299	312	420	200	1294	372
YHR173C	VIII	450815	451153	-	339	2	17	16	40	16
YHL010C	VIII	81964	83721	-	1758	523	695	451	1716	923
YHR102W	VIII	316572	319814	+	3243	931	1334	1051	2479	1271
YHR063C	VIII	224030	225169	-	1140	2986	2616	2567	8369	3442
YHR050W-A	VIII	209475	209645	+	171	487	321	243	592	371
YHR137C-A	VIII	375738	376388	-	651	5	0	0	19	6
YHL017W	VIII	70276	71874	+	1599	1709	1824	1865	3690	2062
YHL035C	VIII	27978	32756	-	4779	2738	3773	2388	4025	2880
YHR043C	VIII	192805	193545	-	741	2043	1194	1205	4884	2203
YHR115C	VIII	340109	341359	-	1251	1135	1529	1130	4318	2131
YHL007C	VIII	95118	97937	-	2820	3079	3685	2947	6035	3350
YHR018C	VIII	140011	141402	-	1392	25113	30362	37862	78654	48025
YHR076W	VIII;VIII	251101;251249	251155;252225	+;+	1032	2296	3302	2744	5322	3047
YHL019C	VIII	67731	69548	-	1818	686	1000	768	3034	1430
YHR061C	VIII	221534	222478	-	945	474	701	627	1544	897
tV(AAC)H	VIII	85298	85371	-	74	1	3	3	0	1
snR32	VIII	381540	381727	+	188	325	320	320	460	538
YHR068W	VIII	232133	233296	+	1164	2955	4475	4081	11244	6072
YHR218W-A	VIII	559932	560249	+	318	0	1	0	1	0
YHR037W	VIII	181977	183704	+	1728	1231	1820	1066	4837	2386
YHR012W	VIII;VIII	129481;129648	129528;130448	+;+	849	1999	2279	2130	4670	2171
YHR144C	VIII	387788	388726	-	939	358	505	507	963	597
YHR077C	VIII;VIII	252374;255751	255637;255756	-;-	3270	3424	3830	3226	6626	3595
YHR156C	VIII	411384	412406	-	1023	666	796	810	2351	811
YHR217C	VIII	556581	557042	-	462	0	0	4	12	3
YHR036W	VIII	180345	181760	+	1416	680	631	489	1318	760
YHR091C	VIII	284839	286770	-	1932	487	1039	745	2158	1098
YHR052W	VIII	210848	211978	+	1131	621	882	721	1841	1426
YHR123W	VIII;VIII	354815;354956	354864;356081	+;+	1176	3171	4067	2919	8657	4001
YHR009C	VIII	124109	125680	-	1572	1758	2169	1610	6599	2833
YHL018W	VIII	69708	70070	+	363	60	146	85	195	127
YHL012W	VIII	78936	80417	+	1482	27	18	15	45	18
YHR211W	VIII	525392	528619	+	3228	467	517	530	1333	651
YHR155W	VIII	407103	410789	+	3687	1225	1666	1047	2824	1511
RUF5-1	VIII	212409	213118	+	710	4	15	12	25	18
YHR139C	VIII	378219	379199	-	981	87	147	60	215	134
YHR032W-A	VIII	175195	175374	+	180	188	228	238	372	304
tA(AGC)H	VIII	146242	146314	-	73	0	3	1	1	3
YHR210C	VIII	520712	521737	-	1026	196	327	228	891	531
YHR072W-A	VIII	241664	241840	+	177	24749	15781	28004	21348	18439
YHR140W	VIII	380572	381291	+	720	343	701	215	1006	774
YHR044C	VIII	194068	194808	-	741	392	856	719	1350	693
YHL016C	VIII	72037	74244	-	2208	5199	2775	2853	6493	2612
tP(UGG)H	VIII;VIII	388893;388960	388928;388995	-;-	72	2	1	6	3	3
YHR202W	VIII	502388	504196	+	1809	836	1449	810	1746	1093
YHR019C	VIII	141894	143558	-	1665	7482	9379	10212	28098	17208
YHL034W-A	VIII	33176	33637	+	462	14	18	10	11	13
YHR213W-B	VIII	540800	541099	+	300	0	0	0	2	0
YHR104W	VIII	323409	324392	+	984	8156	12908	4736	44510	11309
YHR083W	VIII	272627	273616	+	990	1127	1522	1214	4768	2091
YHR165W-A	VIII	436647	436958	+	312	1	0	0	2	0
YHL022C	VIII	62961	64157	-	1197	86	84	68	421	130
YHR032W	VIII	173344	175089	+	1746	1238	1804	1738	3016	1722
YHR008C	VIII	122889	123590	-	702	2761	3441	2228	14884	7063
YHL038C	VIII	23617	25509	-	1893	834	932	850	1649	881
YHR071C-A	VIII	238910	239230	-	321	39	42	56	77	66
YHR081W	VIII	267538	268092	+	555	2674	1218	2272	3532	1921
YHL050W-A	VIII	811	1293	+	483	0	0	0	0	4
YHL028W	VIII	48763	50580	+	1818	5120	9310	5857	10673	7359
YHR073C-B	VIII	245422	245502	-	81	2	0	2	0	0
YHL033C	VIII	35255	36025	-	771	7183	10063	10975	26676	18969
YHR066W	VIII	229335	230696	+	1362	355	385	377	949	564
YHR029C	VIII	167677	168561	-	885	2286	3415	3215	8022	4571
YHR178W	VIII	459299	461530	+	2232	1062	1611	1289	2842	1173
YHR063W-A	VIII	225442	225777	+	336	11	10	8	11	8
YHR040W	VIII	187924	189024	+	1101	209	239	303	600	409
YHR192W	VIII	486826	487662	+	837	1961	2668	1998	4543	2641
YHR017W	VIII	138694	139851	+	1158	1763	1892	1563	4837	2565
YHR004C	VIII	111754	113094	-	1341	1487	1588	1096	3596	1747
YHL040C	VIII	19088	20971	-	1884	4003	3939	3852	3375	1920
YHR191C	VIII	486230	486631	-	402	986	584	959	1907	871
YHR201C	VIII	499950	501143	-	1194	3077	3004	3308	6571	3254
YHR103W	VIII	320414	322972	+	2559	1874	2071	1654	5088	2643
YHR213W	VIII	539151	539747	+	597	0	1	0	1	0
YHR153C	VIII	402086	402682	-	597	461	264	454	447	337
YHR082C	VIII	268459	271548	-	3090	3647	4289	3345	11149	4628
YHR069C-A	VIII	234874	235236	-	363	25	19	7	52	14
YHR020W	VIII	143996	146062	+	2067	4348	4869	6530	14422	8794
YHR057C	VIII	218226	218843	-	618	888	1209	819	3158	1422
YHL024W	VIII	56649	58790	+	2142	242	315	112	901	560
YHR128W	VIII	362115	362765	+	651	982	1194	1294	3391	2238
tQ(UUG)H	VIII	134321	134392	+	72	134	58	103	48	73
YHR047C	VIII	198740	201310	-	2571	1771	2281	2137	5894	3723
YHL026C	VIII	53219	54166	-	948	222	365	311	612	321
YHR197W	VIII	493896	496187	+	2292	361	304	410	751	574
YHR028C	VIII	164978	167434	-	2457	6404	9156	5324	14115	6703
YHR134W	VIII	371749	372558	+	810	445	714	631	1324	869
YHR122W	VIII	353625	354320	+	696	1264	1177	2124	2739	1748
YHR067W	VIII	230970	231812	+	843	501	505	310	1844	768
YHL037C	VIII	25778	26179	-	402	7	6	13	18	2
YHR013C	VIII	130730	131446	-	717	1355	1329	1102	4015	2240
YHR137W	VIII	375709	377250	+	1542	38	48	34	276	110
tT(AGU)H	VIII	116107	116179	-	73	0	0	0	0	0
YHR158C	VIII	413685	417179	-	3495	3097	2962	2494	6474	2939
YHR038W	VIII	184066	184758	+	693	581	826	629	2200	1310
YHR042W	VIII	190543	192618	+	2076	3087	3709	2976	7646	3592
YHR028W-A	VIII	167352	167672	+	321	25	34	38	94	36
YHL049C	VIII	3726	4541	-	816	12	6	9	22	12
YHR041C	VIII;VIII	189131;189851	189749;189864	-;-	633	851	1260	1193	2494	1410
YHR069C	VIII	233579	234658	-	1080	1274	1000	1391	2819	1603
YHR200W	VIII	499079	499885	+	807	2164	3624	2456	9709	4283
YHR053C	VIII	212535	212720	-	186	17925	21660	31463	39376	13965
YHR218W	VIII;VIII	558014;558715	558615;559924	+;+	1812	0	4	6	6	4
YHR021W-A	VIII	149225	149680	+	456	45	45	26	65	55
YHR114W	VIII	338083	339984	+	1902	857	1155	847	3356	1685
YHR039C	VIII	184875	186809	-	1935	5035	5428	4557	8838	4242
YHL019W-A	VIII	67711	68304	+	594	4	8	6	114	50
YHR152W	VIII	401434	401955	+	522	1637	1863	1141	4056	1848
YHL046W-A	VIII	9981	10307	+	327	2	0	0	0	0
YHL011C	VIII	80654	81616	-	963	1604	1600	2092	3559	2930
YHR129C	VIII	362999	364153	-	1155	295	551	434	893	516
YHR199C	VIII	497490	498422	-	933	1009	1754	1328	4603	2451
YHR159W	VIII	417549	419063	+	1515	458	774	482	1667	883
YHR193C	VIII	487712	488236	-	525	12377	16499	14701	44831	26983
YHR030C	VIII	168890	170344	-	1455	1079	1692	1242	3888	2039
YHL050C	VIII;VIII	445;2671	1897;3311	-;-	2094	348	486	400	1163	535
YHR162W	VIII	423072	423461	+	390	51020	61200	65241	107302	60671
YHR089C	VIII	282681	283298	-	618	2121	1891	3109	5270	4067
YHL005C	VIII	98828	99220	-	393	8	3	4	5	7
YHR010W	VIII;VIII	126521;127113	126551;127492	+;+	411	124387	84109	159746	133377	97450
YHR079C-A	VIII;VIII	262192;262441	262354;262553	-;-	276	32	14	20	26	11
YHR212C	VIII	537759	538094	-	336	0	0	0	0	0
YHR005C	VIII	113499	114917	-	1419	2527	3319	2608	6853	3805
YHR187W	VIII	480990	481919	+	930	608	759	571	1696	994
YHR183W	VIII	470960	472429	+	1470	21049	34349	31523	79567	25914
YHR205W	VIII	509363	511837	+	2475	1915	2605	1975	3697	2236
YHR139C-A	VIII	380108	380419	-	312	5	16	5	26	10
YHR111W	VIII	333072	334394	+	1323	757	873	778	2623	1567
YHR049W	VIII	206462	207193	+	732	3355	4750	3079	15289	4501
YHR131W-A	VIII	367747	367992	+	246	2	0	4	5	0
YHR072W	VIII	239098	241293	+	2196	1619	1824	1930	4068	2315
YHR209W	VIII	519437	520312	+	876	298	368	286	837	337
YHR107C	VIII	326813	328036	-	1224	1839	1926	1668	6499	2982
YHR071W	VIII	237004	237693	+	690	6922	10285	13216	17747	12474
snR71	VIII	411228	411317	+	90	109	56	131	82	115
YHR216W	VIII	554396	555967	+	1572	4943	7939	6252	24965	8991
YHL013C	VIII	77430	78353	-	924	573	559	584	1447	853
YHR060W	VIII	220725	221270	+	546	7908	3681	6926	10050	4307
YHR143W-A	VIII	387233	387445	+	213	4080	2559	4426	4919	3142
YHR142W	VIII	383538	384488	+	951	1749	2036	1638	5044	2731
YHR058C	VIII	218997	219884	-	888	302	539	437	1274	727
YHL008C	VIII	92627	94510	-	1884	1277	1534	1060	4128	1382
YHR054W-A	VIII	214508	214702	+	195	0	0	0	0	0
YHR118C	VIII	344321	345628	-	1308	710	710	596	1664	951
tT(UGU)H	VIII	466990	467061	+	72	0	0	0	0	0
YHL048W	VIII	6401	7546	+	1146	3850	5712	3532	7266	3336
YHR157W	VIII	412907	413455	+	549	315	193	278	629	186
YHR110W	VIII	332282	332920	+	639	1931	2503	1680	4747	2393
YHR023W	VIII	151666	157452	+	5787	3355	3138	2401	6548	2720
YHR062C	VIII	222877	223758	-	882	311	357	467	1050	786
YHR219W	VIII	560173	562047	+	1875	15	14	11	98	6
YHR136C	VIII	374654	375100	-	447	84	26	55	261	126
YHL001W	VIII;VIII	104277;104804	104405;105091	+;+	417	7122	8134	9006	13663	8831
YHR181W	VIII	467228	467914	+	687	2919	3650	2854	5230	2995
YHR214C-B	VIII	543964	549346	-	5383	420	892	677	1362	574
YHL009W-B	VIII	85909	91318	+	5410	16	26	12	65	16
YHR214C-C	VIII	547910	549346	-	1437	0	0	0	0	0
YHL009W-A	VIII	85909	87150	+	1242	0	0	0	0	0
YIR015W	IX	381948	382382	+	435	454	686	497	1196	610
YIL156W-A	IX	47292	47693	+	402	12	12	8	26	11
YIL115W-A	IX	144268	144639	+	372	2	4	0	7	2
YIL086C	IX	200153	200461	-	309	23	19	11	30	29
YIL156W-B	IX;IX	47690;47761	47698;47973	+;+	222	8776	6265	6917	9276	5792
tT(AGU)I2	IX	325748	325820	+	73	0	1	0	2	0
YIL146C	IX	74184	75773	-	1590	376	439	275	996	457
YIL010W	IX	334882	335529	+	648	1144	1719	1008	4765	2484
YIL117C	IX	140613	141569	-	957	4128	3886	4822	10539	4985
YIL050W	IX	258913	259770	+	858	767	865	824	3549	2089
YIL107C	IX	163278	165761	-	2484	1285	1285	710	4015	1610
YIL150C	IX	61013	62728	-	1716	91	264	139	364	193
YIL165C	IX	33718	34077	-	360	751	1069	1165	2161	1089
YIL045W	IX	271161	272777	+	1617	2581	3036	1809	6843	2985
YIL126W	IX	117992	122071	+	4080	2410	3809	2644	7457	3688
YIL158W	IX	46201	46815	+	615	2385	2169	2434	4705	2089
YIR018W	IX	384609	385346	+	738	344	469	364	1216	662
YIR039C	IX	430498	432111	-	1614	178	162	136	569	288
YIL082W	IX	205635	206507	+	873	0	0	0	0	0
YIL056W	IX	249991	251913	+	1923	1520	1234	1037	4285	2163
YIL161W	IX	39433	40140	+	708	1139	1166	1030	2492	1409
tS(UGA)I	IX	248850	248931	+	82	0	0	0	0	0
YIL119C	IX	136654	137877	-	1224	6660	10925	7205	13352	13595
YIL016W	IX	321454	321933	+	480	1516	1843	1735	3546	2534
YIL144W	IX	78074	80149	+	2076	1555	2055	1462	4183	2475
YIL026C	IX	304477	307929	-	3453	1009	1200	926	2522	1399
tD(GUC)I1	IX	324303	324374	-	72	29	29	23	14	23
YIL163C	IX	36899	37252	-	354	6	12	4	20	15
YIL139C	IX	87979	88716	-	738	1355	1338	1313	2381	1367
YIL171W	IX	19515	19844	+	330	0	0	0	2	0
YIL068C	IX	233057	235474	-	2418	1218	1877	1362	4786	3105
YIL065C	IX	241308	241775	-	468	1469	1275	1326	3097	1714
YIL098C	IX	179772	180239	-	468	743	1153	730	2671	1545
YIL141W	IX	85053	85442	+	390	29	37	11	20	17
YIL009W	IX	339344	341428	+	2085	1123	1223	973	2313	1310
YIR021W-A	IX	398514	398726	+	213	0	1	0	0	0
YIR020C-B	IX	397215	397949	-	735	0	0	2	2	0
YIL044C	IX	272950	273846	-	897	1236	1720	1282	4004	2092
YIR020W-A	IX	394917	395159	+	243	3	2	3	7	1
YIR004W	IX	363221	364519	+	1299	2674	6211	4382	6696	5023
YIL092W	IX	189066	190967	+	1902	287	681	628	828	632
tD(GUC)I2	IX	336349	336420	-	72	8	3	5	5	12
YIL136W	IX	93619	94800	+	1182	1701	2092	904	8610	3593
YIR022W	IX	398733	399236	+	504	2173	2749	2262	4986	2849
YIL002W-A	IX	350301	350510	+	210	9787	7351	7279	12663	6165
YIL066W-A	IX	237366	237809	+	444	1	0	1	6	2
YIL133C	IX;IX	98527;99386	99095;99416	-;-	600	11840	16810	17460	39646	28507
YIL123W	IX	128151	129581	+	1431	5354	7885	6805	14456	7932
YIR001C	IX	356143	356895	-	753	891	1325	847	2441	1336
YIL153W	IX	55198	56379	+	1182	656	1064	850	3424	1779
YIR002C	IX	357415	360396	-	2982	1478	1773	1241	3038	1503
YIL108W	IX	160887	162977	+	2091	985	1221	980	3635	1579
YIR023C-A	IX	402383	402706	-	324	6	8	7	14	10
YIL067C	IX	235724	237760	-	2037	875	1446	1132	1988	1136
YIR019C	IX	389572	393675	-	4104	290	344	207	828	241
YIL028W	IX	302100	302498	+	399	46	70	58	200	128
YIL134W	IX	97395	98330	+	936	336	406	394	721	493
YIL159W	IX	41825	45952	+	4128	1070	668	796	1871	845
YIL011W	IX	333727	334536	+	810	93	141	71	350	114
YIL110W	IX	156045	157178	+	1134	949	701	930	2235	1057
YIL131C	IX	100781	102235	-	1455	863	790	899	2924	1598
YIL128W	IX	113806	116904	+	3099	1258	1505	1176	3304	1675
YIL064W	IX	241943	242716	+	774	358	403	671	1086	1008
YIL071C	IX	228660	229994	-	1335	607	776	615	1467	895
YIL147C	IX	69791	73453	-	3663	1925	2448	1931	3653	1709
YIL149C	IX	63028	68067	-	5040	2488	4018	2211	4921	2251
YIL106W	IX;IX	166415;166520	166434;167444	+;+	945	1487	2030	1531	4663	2402
YIL005W	IX	345692	347797	+	2106	2230	3370	1992	3502	2203
YIL169C	IX	23119	26106	-	2988	19	48	18	44	18
YIL004C	IX;IX	347946;348495	348363;348505	-;-	429	4420	2874	4722	4655	2854
YIR014W	IX	381086	381814	+	729	405	545	289	873	433
tE(CUC)I	IX	197592	197663	+	72	0	0	0	0	0
YIR033W	IX	416124	419465	+	3342	2787	2426	2252	5820	2218
YIL105C	IX	167581	169641	-	2061	2403	1680	1581	6809	3307
YIL057C	IX	247902	248396	-	495	22	17	11	88	22
YIL017C	IX	318200	320965	-	2766	1212	1598	1082	3733	2065
YIL132C	IX	99860	100501	-	642	108	157	154	398	193
YIL070C	IX	230272	231072	-	801	1332	2105	1505	4127	2334
YIL051C	IX	257843	258280	-	438	4949	6030	4693	19154	8683
YIL118W	IX	139752	140447	+	696	5212	3613	4658	10940	5562
YIL097W	IX	180427	181977	+	1551	954	1009	699	3393	1768
YIR034C	IX	419615	420736	-	1122	2327	2924	3266	8693	4905
YIL109C	IX	157385	160165	-	2781	3086	3214	2982	10760	4667
YIL102C-A	IX	173365	173592	-	228	257	525	501	918	583
YIL105W-A	IX	167664	167804	+	141	3	2	0	1	0
YIL084C	IX	202276	203259	-	984	290	459	344	1085	715
YIL039W	IX	278426	279847	+	1422	4634	6181	4461	8116	5119
YIR003W	IX	360885	362924	+	2040	1285	1784	1124	4118	1875
YIR031C	IX	413015	414679	-	1665	1353	1250	1447	2470	1245
YIL074C	IX	221081	222490	-	1410	5098	4459	2442	23189	7767
YIL022W	IX	311165	312460	+	1296	1455	1974	1682	5807	2513
YIL030C	IX	296050	300009	-	3960	3569	4409	3208	7167	3510
YIL140W	IX	85366	87837	+	2472	2272	2175	1778	3381	2072
YIL031W	IX	292633	295737	+	3105	752	1150	987	2079	1200
YIL014W	IX	326103	327995	+	1893	3094	3157	2690	4633	2635
YIL137C	IX	89948	92788	-	2841	1341	2230	1447	4750	2750
YIR037W	IX	423128	423619	+	492	2898	3532	1979	10565	4763
YIL127C	IX	117024	117644	-	621	730	614	1032	1356	1243
YIL143C	IX	80510	83041	-	2532	988	1413	1068	4663	1926
YIL079C	IX	210923	212005	-	1083	333	362	570	581	366
YIR008C	IX	373077	374306	-	1230	813	909	765	2584	1398
YIL040W	IX	277723	278139	+	417	6149	3182	5630	8784	3444
